token_id,name,image_url,user,region,x_coordinate,y_coordinate,landmark,tier,fuels,solon,carbon,crypton,silicon,elements,hydrogen,hyperion
64989,"Crimson Waste (658,396)",https://assets.illuvium-game.io/illuvidex/land/land-64989.svg,0x28d8c4ffc7de9383dfac7b3fc14482699533e340,Crimson Waste,658,396,None,1,1,0,1,0,1,3,1,1
96561,"Halcyon Sea (521,545)",https://assets.illuvium-game.io/illuvidex/land/land-96561.svg,0x28d8c4ffc7de9383dfac7b3fc14482699533e340,Halcyon Sea,521,545,None,1,1,0,1,1,1,3,1,0
78620,"Brightland Steppes (557,326)",https://assets.illuvium-game.io/illuvidex/land/land-78620.svg,0x5269532061b509ac0be1ca73f2b2fdf00f68478e,Brightland Steppes,557,326,None,1,1,0,2,1,0,3,1,0
48264,"Abyssal Basin (182,372)",https://assets.illuvium-game.io/illuvidex/land/land-48264.svg,0x7f9889e91a0ee1be5b7f5d279fe179bda9dd8472,Abyssal Basin,182,372,None,1,1,0,1,1,1,3,1,0
96729,"Halcyon Sea (559,546)",https://assets.illuvium-game.io/illuvidex/land/land-96729.svg,0x28d8c4ffc7de9383dfac7b3fc14482699533e340,Halcyon Sea,559,546,None,1,1,0,1,1,1,3,1,0
31782,"Shardbluff Labyrinth (830,273)",https://assets.illuvium-game.io/illuvidex/land/land-31782.svg,0x28d8c4ffc7de9383dfac7b3fc14482699533e340,Shardbluff Labyrinth,830,273,None,1,1,0,1,1,1,3,1,0
46682,"Abyssal Basin (266,361)",https://assets.illuvium-game.io/illuvidex/land/land-46682.svg,0x682bf448f40bf34faf3493aff40e3689b20360ce,Abyssal Basin,266,361,None,1,1,0,1,0,1,3,1,1
28546,"Crystal Shores (762,533)",https://assets.illuvium-game.io/illuvidex/land/land-28546.svg,0x682bf448f40bf34faf3493aff40e3689b20360ce,Crystal Shores,762,533,None,1,1,1,1,0,1,3,1,0
49448,"Abyssal Basin (263,379)",https://assets.illuvium-game.io/illuvidex/land/land-49448.svg,0x682bf448f40bf34faf3493aff40e3689b20360ce,Abyssal Basin,263,379,None,1,1,0,1,1,1,3,1,0
79981,"Brightland Steppes (561,339)",https://assets.illuvium-game.io/illuvidex/land/land-79981.svg,0xf34798e92504055368083ec14ede01bf2f5e87a7,Brightland Steppes,561,339,None,1,1,0,1,0,1,3,1,1
41052,"Shardbluff Labyrinth (861,342)",https://assets.illuvium-game.io/illuvidex/land/land-41052.svg,0xf34798e92504055368083ec14ede01bf2f5e87a7,Shardbluff Labyrinth,861,342,None,1,1,1,1,0,1,3,1,0
8634,"Taiga Boreal (197,235)",https://assets.illuvium-game.io/illuvidex/land/land-8634.svg,0xd4793afad5234999729b4db147194e868182cdd5,Taiga Boreal,197,235,None,1,1,0,0,1,2,3,1,0
8635,"Taiga Boreal (198,235)",https://assets.illuvium-game.io/illuvidex/land/land-8635.svg,0xd4793afad5234999729b4db147194e868182cdd5,Taiga Boreal,198,235,None,1,1,1,0,0,1,3,2,0
8713,"Taiga Boreal (197,236)",https://assets.illuvium-game.io/illuvidex/land/land-8713.svg,0xd4793afad5234999729b4db147194e868182cdd5,Taiga Boreal,197,236,None,1,1,1,1,0,1,3,1,0
41233,"Shardbluff Labyrinth (853,344)",https://assets.illuvium-game.io/illuvidex/land/land-41233.svg,0xf34798e92504055368083ec14ede01bf2f5e87a7,Shardbluff Labyrinth,853,344,None,1,1,1,1,0,1,3,1,0
96224,"Halcyon Sea (583,542)",https://assets.illuvium-game.io/illuvidex/land/land-96224.svg,0x6a88afdf3db371b9093b9fe7dd61f28495804598,Halcyon Sea,583,542,None,1,1,1,0,0,2,3,1,0
96087,"Halcyon Sea (583,541)",https://assets.illuvium-game.io/illuvidex/land/land-96087.svg,0x6a88afdf3db371b9093b9fe7dd61f28495804598,Halcyon Sea,583,541,None,2,3,1,3,0,2,6,1,2
96088,"Halcyon Sea (584,541)",https://assets.illuvium-game.io/illuvidex/land/land-96088.svg,0x6a88afdf3db371b9093b9fe7dd61f28495804598,Halcyon Sea,584,541,None,1,1,0,0,0,1,3,2,1
68915,"Crimson Waste (680,429)",https://assets.illuvium-game.io/illuvidex/land/land-68915.svg,0x91b6d2ceab7226a6587086401209115746f5cc54,Crimson Waste,680,429,None,1,1,1,2,0,1,3,0,0
47954,"Abyssal Basin (183,370)",https://assets.illuvium-game.io/illuvidex/land/land-47954.svg,0x7f9889e91a0ee1be5b7f5d279fe179bda9dd8472,Abyssal Basin,183,370,Fallen Star,4,9,3,5,4,3,12,4,2
46614,"Abyssal Basin (181,361)",https://assets.illuvium-game.io/illuvidex/land/land-46614.svg,0x91b6d2ceab7226a6587086401209115746f5cc54,Abyssal Basin,181,361,None,1,1,0,0,0,2,3,1,1
47953,"Abyssal Basin (182,370)",https://assets.illuvium-game.io/illuvidex/land/land-47953.svg,0x7f9889e91a0ee1be5b7f5d279fe179bda9dd8472,Abyssal Basin,182,370,None,1,1,0,0,0,1,3,2,1
32688,"Shardbluff Labyrinth (820,280)",https://assets.illuvium-game.io/illuvidex/land/land-32688.svg,0x91b6d2ceab7226a6587086401209115746f5cc54,Shardbluff Labyrinth,820,280,None,1,1,0,1,1,1,3,1,0
48108,"Abyssal Basin (182,371)",https://assets.illuvium-game.io/illuvidex/land/land-48108.svg,0x7f9889e91a0ee1be5b7f5d279fe179bda9dd8472,Abyssal Basin,182,371,None,2,3,0,2,2,3,6,1,1
48109,"Abyssal Basin (183,371)",https://assets.illuvium-game.io/illuvidex/land/land-48109.svg,0x7f9889e91a0ee1be5b7f5d279fe179bda9dd8472,Abyssal Basin,183,371,None,2,3,1,1,0,1,6,4,2
85194,"Brightland Steppes (475,451)",https://assets.illuvium-game.io/illuvidex/land/land-85194.svg,0x7a861798530c41acfca61930844dc177c9c2eb87,Brightland Steppes,475,451,Halogenic Geode,3,6,3,1,2,2,9,6,1
85193,"Brightland Steppes (474,451)",https://assets.illuvium-game.io/illuvidex/land/land-85193.svg,0x7a861798530c41acfca61930844dc177c9c2eb87,Brightland Steppes,474,451,Dimensional Anchor,4,9,1,2,4,7,12,3,4
85137,"Brightland Steppes (474,450)",https://assets.illuvium-game.io/illuvidex/land/land-85137.svg,0x7a861798530c41acfca61930844dc177c9c2eb87,Brightland Steppes,474,450,None,1,1,0,1,0,1,3,1,1
85138,"Brightland Steppes (475,450)",https://assets.illuvium-game.io/illuvidex/land/land-85138.svg,0x7a861798530c41acfca61930844dc177c9c2eb87,Brightland Steppes,475,450,None,1,1,1,1,0,1,3,1,0
41500,"Shardbluff Labyrinth (839,347)",https://assets.illuvium-game.io/illuvidex/land/land-41500.svg,0x7484148d94713f8b32fa98f4e8240a34db40094c,Shardbluff Labyrinth,839,347,None,1,1,0,1,1,1,3,1,0
41501,"Shardbluff Labyrinth (840,347)",https://assets.illuvium-game.io/illuvidex/land/land-41501.svg,0x7484148d94713f8b32fa98f4e8240a34db40094c,Shardbluff Labyrinth,840,347,Primeval Marsh,3,6,2,3,3,4,9,2,1
41407,"Shardbluff Labyrinth (840,346)",https://assets.illuvium-game.io/illuvidex/land/land-41407.svg,0x7484148d94713f8b32fa98f4e8240a34db40094c,Shardbluff Labyrinth,840,346,None,2,3,3,3,0,0,6,3,0
41406,"Shardbluff Labyrinth (839,346)",https://assets.illuvium-game.io/illuvidex/land/land-41406.svg,0x7484148d94713f8b32fa98f4e8240a34db40094c,Shardbluff Labyrinth,839,346,None,1,1,0,1,1,1,3,1,0
39162,"Shardbluff Labyrinth (741,325)",https://assets.illuvium-game.io/illuvidex/land/land-39162.svg,0x4b86bd899088ee44f29aff1a824777cc0389a95a,Shardbluff Labyrinth,741,325,Primeval Marsh,3,6,0,4,3,1,9,4,3
79673,"Brightland Steppes (534,336)",https://assets.illuvium-game.io/illuvidex/land/land-79673.svg,0x433604a30833f06614759b6a5b37fbc4fe985111,Brightland Steppes,534,336,None,2,3,2,4,1,2,6,0,0
7087,"Taiga Boreal (201,217)",https://assets.illuvium-game.io/illuvidex/land/land-7087.svg,0x8b9724f7c90c42f4efeb78572903896a17bc8c79,Taiga Boreal,201,217,None,1,1,1,1,0,0,3,2,0
80800,"Brightland Steppes (512,350)",https://assets.illuvium-game.io/illuvidex/land/land-80800.svg,0x94004b0a3b1ecd9690a423b9e0883bfef123d1bd,Brightland Steppes,512,350,None,1,1,1,2,0,0,3,1,0
16608,"Crystal Shores (762,427)",https://assets.illuvium-game.io/illuvidex/land/land-16608.svg,0x94004b0a3b1ecd9690a423b9e0883bfef123d1bd,Crystal Shores,762,427,None,1,1,1,2,0,1,3,0,0
88456,"Halcyon Sea (623,486)",https://assets.illuvium-game.io/illuvidex/land/land-88456.svg,0x94004b0a3b1ecd9690a423b9e0883bfef123d1bd,Halcyon Sea,623,486,None,1,1,0,0,0,0,3,3,1
85494,"Brightland Steppes (470,458)",https://assets.illuvium-game.io/illuvidex/land/land-85494.svg,0x94004b0a3b1ecd9690a423b9e0883bfef123d1bd,Brightland Steppes,470,458,None,1,1,1,2,0,0,3,1,0
85236,"Brightland Steppes (467,452)",https://assets.illuvium-game.io/illuvidex/land/land-85236.svg,0xd5d72f13931e8a3919d5e26a6e7474691c441599,Brightland Steppes,467,452,None,1,1,0,0,0,0,3,3,1
51926,"Abyssal Basin (180,400)",https://assets.illuvium-game.io/illuvidex/land/land-51926.svg,0x18fe63defdc235fc7a75808188e654b701e17d8a,Abyssal Basin,180,400,None,1,1,0,1,0,1,3,1,1
73718,"Brightland Steppes (589,282)",https://assets.illuvium-game.io/illuvidex/land/land-73718.svg,0x18fe63defdc235fc7a75808188e654b701e17d8a,Brightland Steppes,589,282,None,1,1,0,1,0,1,3,1,1
37555,"Shardbluff Labyrinth (730,314)",https://assets.illuvium-game.io/illuvidex/land/land-37555.svg,0x18fe63defdc235fc7a75808188e654b701e17d8a,Shardbluff Labyrinth,730,314,None,1,1,0,1,0,1,3,1,1
38904,"Shardbluff Labyrinth (764,323)",https://assets.illuvium-game.io/illuvidex/land/land-38904.svg,0x102f889f4cde41a3ef79f99324da1b098bf85d21,Shardbluff Labyrinth,764,323,None,2,3,2,0,1,3,6,3,0
28127,"Crystal Shores (762,519)",https://assets.illuvium-game.io/illuvidex/land/land-28127.svg,0x459f2266fe484a10a9c9e2de5cf285f1307aaef7,Crystal Shores,762,519,Pegmatite Swarm,4,9,3,4,4,5,12,3,2
28215,"Crystal Shores (762,521)",https://assets.illuvium-game.io/illuvidex/land/land-28215.svg,0x459f2266fe484a10a9c9e2de5cf285f1307aaef7,Crystal Shores,762,521,Eternal Spring,3,6,0,4,2,3,9,2,4
28173,"Crystal Shores (763,520)",https://assets.illuvium-game.io/illuvidex/land/land-28173.svg,0x459f2266fe484a10a9c9e2de5cf285f1307aaef7,Crystal Shores,763,520,None,2,3,0,3,1,2,6,1,2
28216,"Crystal Shores (763,521)",https://assets.illuvium-game.io/illuvidex/land/land-28216.svg,0x459f2266fe484a10a9c9e2de5cf285f1307aaef7,Crystal Shores,763,521,None,2,3,0,2,1,2,6,2,2
28217,"Crystal Shores (764,521)",https://assets.illuvium-game.io/illuvidex/land/land-28217.svg,0x459f2266fe484a10a9c9e2de5cf285f1307aaef7,Crystal Shores,764,521,None,2,3,3,1,0,2,6,3,0
39957,"Shardbluff Labyrinth (844,331)",https://assets.illuvium-game.io/illuvidex/land/land-39957.svg,0x459f2266fe484a10a9c9e2de5cf285f1307aaef7,Shardbluff Labyrinth,844,331,None,1,1,1,1,0,1,3,1,0
28172,"Crystal Shores (762,520)",https://assets.illuvium-game.io/illuvidex/land/land-28172.svg,0x459f2266fe484a10a9c9e2de5cf285f1307aaef7,Crystal Shores,762,520,None,1,1,0,2,0,0,3,1,1
62407,"Crimson Waste (705,378)",https://assets.illuvium-game.io/illuvidex/land/land-62407.svg,0x459f2266fe484a10a9c9e2de5cf285f1307aaef7,Crimson Waste,705,378,None,1,1,0,2,1,1,3,0,0
28174,"Crystal Shores (764,520)",https://assets.illuvium-game.io/illuvidex/land/land-28174.svg,0x459f2266fe484a10a9c9e2de5cf285f1307aaef7,Crystal Shores,764,520,None,1,1,1,1,0,2,3,0,0
28128,"Crystal Shores (763,519)",https://assets.illuvium-game.io/illuvidex/land/land-28128.svg,0x459f2266fe484a10a9c9e2de5cf285f1307aaef7,Crystal Shores,763,519,None,1,1,0,1,1,0,3,2,0
28129,"Crystal Shores (764,519)",https://assets.illuvium-game.io/illuvidex/land/land-28129.svg,0x459f2266fe484a10a9c9e2de5cf285f1307aaef7,Crystal Shores,764,519,None,1,1,0,1,1,2,3,0,0
16883,"Crystal Shores (749,431)",https://assets.illuvium-game.io/illuvidex/land/land-16883.svg,0x459f2266fe484a10a9c9e2de5cf285f1307aaef7,Crystal Shores,749,431,None,1,1,0,1,0,1,3,1,1
46962,"Abyssal Basin (265,363)",https://assets.illuvium-game.io/illuvidex/land/land-46962.svg,0x459f2266fe484a10a9c9e2de5cf285f1307aaef7,Abyssal Basin,265,363,None,1,1,0,1,0,0,3,2,1
83482,"Brightland Steppes (516,421)",https://assets.illuvium-game.io/illuvidex/land/land-83482.svg,0x459f2266fe484a10a9c9e2de5cf285f1307aaef7,Brightland Steppes,516,421,None,1,1,0,1,0,0,3,2,1
88419,"Halcyon Sea (586,486)",https://assets.illuvium-game.io/illuvidex/land/land-88419.svg,0x459f2266fe484a10a9c9e2de5cf285f1307aaef7,Halcyon Sea,586,486,None,1,1,0,2,1,0,3,1,0
8707,"Taiga Boreal (191,236)",https://assets.illuvium-game.io/illuvidex/land/land-8707.svg,0x459f2266fe484a10a9c9e2de5cf285f1307aaef7,Taiga Boreal,191,236,None,1,1,0,1,0,2,3,0,1
93898,"Halcyon Sea (623,527)",https://assets.illuvium-game.io/illuvidex/land/land-93898.svg,0x7acd11ec4a811a3ee4fbff3dedb069ee2e3b7e7b,Halcyon Sea,623,527,None,1,1,1,1,0,2,3,0,0
54094,"Abyssal Basin (284,426)",https://assets.illuvium-game.io/illuvidex/land/land-54094.svg,0x41feac5153cf2520c471f4fae08883444eb40dfb,Abyssal Basin,284,426,None,2,3,1,3,1,3,6,0,1
77462,"Brightland Steppes (599,316)",https://assets.illuvium-game.io/illuvidex/land/land-77462.svg,0xa37405fa58b237dcd3c867c018449035cad55b07,Brightland Steppes,599,316,Fallen Star,4,9,0,3,6,3,12,6,3
21904,"Crystal Shores (776,476)",https://assets.illuvium-game.io/illuvidex/land/land-21904.svg,0x39fbd57ced2378276243f41f552e72e7b48a414a,Crystal Shores,776,476,None,1,1,1,0,0,2,3,1,0
13865,"Taiga Boreal (204,289)",https://assets.illuvium-game.io/illuvidex/land/land-13865.svg,0xc8aaf83bf57a033d0d606bb9c6f50e06107d6ac0,Taiga Boreal,204,289,None,2,3,1,2,0,3,6,1,2
77036,"Brightland Steppes (525,313)",https://assets.illuvium-game.io/illuvidex/land/land-77036.svg,0xdb58a919e032cba835c3d62754ee16e659e4975c,Brightland Steppes,525,313,None,1,1,0,2,0,1,3,0,1
96348,"Halcyon Sea (573,543)",https://assets.illuvium-game.io/illuvidex/land/land-96348.svg,0x049fcb37d71e46902094e070c5e1edabd509388a,Halcyon Sea,573,543,None,1,1,0,0,1,1,3,2,0
11730,"Taiga Boreal (174,268)",https://assets.illuvium-game.io/illuvidex/land/land-11730.svg,0x0c724be0ecf0c21d4a81b2f634784eae9640718f,Taiga Boreal,174,268,None,1,1,0,1,1,0,3,2,0
48265,"Abyssal Basin (183,372)",https://assets.illuvium-game.io/illuvidex/land/land-48265.svg,0x145b6d5e855465cf0c13119c708dececb53217c9,Abyssal Basin,183,372,None,2,3,0,1,0,4,6,1,3
17207,"Crystal Shores (782,435)",https://assets.illuvium-game.io/illuvidex/land/land-17207.svg,0x682bf448f40bf34faf3493aff40e3689b20360ce,Crystal Shores,782,435,Halogenic Geode,3,6,0,2,3,4,9,3,3
65270,"Crimson Waste (688,398)",https://assets.illuvium-game.io/illuvidex/land/land-65270.svg,0xf34798e92504055368083ec14ede01bf2f5e87a7,Crimson Waste,688,398,Eternal Spring,3,6,4,5,0,2,9,2,2
32402,"Shardbluff Labyrinth (798,278)",https://assets.illuvium-game.io/illuvidex/land/land-32402.svg,0x18fe63defdc235fc7a75808188e654b701e17d8a,Shardbluff Labyrinth,798,278,Eternal Spring,3,6,0,2,2,3,9,4,4
36472,"Shardbluff Labyrinth (839,306)",https://assets.illuvium-game.io/illuvidex/land/land-36472.svg,0xbebc501d878cf44bab79c416cff96ea4ee57047c,Shardbluff Labyrinth,839,306,None,2,3,1,1,1,3,6,2,1
83653,"Brightland Steppes (479,425)",https://assets.illuvium-game.io/illuvidex/land/land-83653.svg,0x011eb46ce65b6809976641dc214be7cec77e41bd,Brightland Steppes,479,425,None,1,1,0,0,1,2,3,1,0
79700,"Brightland Steppes (561,336)",https://assets.illuvium-game.io/illuvidex/land/land-79700.svg,0x80e77e205c571f32110263a9fb5e7cd999944c4f,Brightland Steppes,561,336,None,1,1,1,1,0,0,3,2,0
4473,"Taiga Boreal (200,181)",https://assets.illuvium-game.io/illuvidex/land/land-4473.svg,0x5aded05bb0bd1638e1caea9bc3e620c1225832f2,Taiga Boreal,200,181,None,1,1,1,2,0,1,3,0,0
7339,"Taiga Boreal (203,220)",https://assets.illuvium-game.io/illuvidex/land/land-7339.svg,0x6b26f0c0479b128e5497d036bbe56b933a2286dc,Taiga Boreal,203,220,None,1,1,0,0,1,2,3,1,0
87308,"Halcyon Sea (559,478)",https://assets.illuvium-game.io/illuvidex/land/land-87308.svg,0x5b413436008c07f4c21b68f95456c306fbb99fac,Halcyon Sea,559,478,None,1,1,0,2,0,1,3,0,1
79170,"Brightland Steppes (543,331)",https://assets.illuvium-game.io/illuvidex/land/land-79170.svg,0x5e3233a6489c51c88c08357613159ae07179ca3e,Brightland Steppes,543,331,None,1,1,1,1,0,1,3,1,0
74338,"Brightland Steppes (539,290)",https://assets.illuvium-game.io/illuvidex/land/land-74338.svg,0xd790d215aec7a7665f1d3af7fbd97b416ef35c91,Brightland Steppes,539,290,None,1,1,1,0,0,1,3,2,0
13921,"Taiga Boreal (172,290)",https://assets.illuvium-game.io/illuvidex/land/land-13921.svg,0x07172d9fa93a7d8ecadb63648696ed578fb9b4da,Taiga Boreal,172,290,None,1,1,1,0,0,2,3,1,0
79510,"Brightland Steppes (568,334)",https://assets.illuvium-game.io/illuvidex/land/land-79510.svg,0xced4303b9f0b1fa6df8f9bc76c8e7d63ee9e01f7,Brightland Steppes,568,334,None,1,1,0,1,0,0,3,2,1
74569,"Brightland Steppes (534,292)",https://assets.illuvium-game.io/illuvidex/land/land-74569.svg,0x2677a19ffca514359f3e954d27eff6ba1f3c4793,Brightland Steppes,534,292,None,2,3,2,2,0,2,6,2,1
93384,"Halcyon Sea (543,524)",https://assets.illuvium-game.io/illuvidex/land/land-93384.svg,0x7fbfa6f68822fb4e6c91bb3d4f3f353cebecdb4b,Halcyon Sea,543,524,None,1,1,0,1,0,2,3,0,1
44580,"Abyssal Basin (163,343)",https://assets.illuvium-game.io/illuvidex/land/land-44580.svg,0x35aaad667cafc523d6bafbfb3baee897221e88fb,Abyssal Basin,163,343,None,1,1,1,0,0,1,3,2,0
10879,"Taiga Boreal (174,260)",https://assets.illuvium-game.io/illuvidex/land/land-10879.svg,0xfe4a34752f79aeb5874dd5c163da689ee632e37f,Taiga Boreal,174,260,None,1,1,1,0,0,1,3,2,0
97008,"Halcyon Sea (583,548)",https://assets.illuvium-game.io/illuvidex/land/land-97008.svg,0x6406b275bd4aea6887ca53b63e4bc6a849daf553,Halcyon Sea,583,548,None,1,1,0,0,1,0,3,3,0
7400,"Taiga Boreal (176,221)",https://assets.illuvium-game.io/illuvidex/land/land-7400.svg,0xbebc501d878cf44bab79c416cff96ea4ee57047c,Taiga Boreal,176,221,None,2,3,1,0,2,2,6,4,0
47343,"Abyssal Basin (192,366)",https://assets.illuvium-game.io/illuvidex/land/land-47343.svg,0x34fa2cba10b77bf92fb8a29d573c7d3927b0d9cd,Abyssal Basin,192,366,None,1,1,1,0,0,1,3,2,0
16425,"Crystal Shores (789,424)",https://assets.illuvium-game.io/illuvidex/land/land-16425.svg,0x6f1d10eec8b4e97165b99447943ba53fa97afc8e,Crystal Shores,789,424,None,2,3,2,3,0,0,6,3,1
5786,"Taiga Boreal (174,202)",https://assets.illuvium-game.io/illuvidex/land/land-5786.svg,0xf22b05038704596b0ff4d23af5ce8c4cf102286f,Taiga Boreal,174,202,None,1,1,0,1,0,2,3,0,1
38842,"Shardbluff Labyrinth (845,322)",https://assets.illuvium-game.io/illuvidex/land/land-38842.svg,0xf753befe986e8be8ebe7598c9d2b6297d9dd6662,Shardbluff Labyrinth,845,322,None,1,1,0,0,0,3,3,0,1
40841,"Shardbluff Labyrinth (838,340)",https://assets.illuvium-game.io/illuvidex/land/land-40841.svg,0xec7e702dfac89978b25f50be392bbdd6fd3e65c1,Shardbluff Labyrinth,838,340,None,2,3,2,3,0,1,6,2,1
41931,"Shardbluff Labyrinth (796,352)",https://assets.illuvium-game.io/illuvidex/land/land-41931.svg,0xec7e702dfac89978b25f50be392bbdd6fd3e65c1,Shardbluff Labyrinth,796,352,None,2,3,2,0,0,3,6,3,1
55925,"Abyssal Basin (235,459)",https://assets.illuvium-game.io/illuvidex/land/land-55925.svg,0xec7e702dfac89978b25f50be392bbdd6fd3e65c1,Abyssal Basin,235,459,None,2,3,2,1,0,3,6,2,1
55423,"Abyssal Basin (208,449)",https://assets.illuvium-game.io/illuvidex/land/land-55423.svg,0x1fcfabc7d5935cd2b037c6e098e4ddd1409ec8de,Abyssal Basin,208,449,None,1,1,0,1,0,0,3,2,1
87636,"Halcyon Sea (619,480)",https://assets.illuvium-game.io/illuvidex/land/land-87636.svg,0xd558b53e7691a7acc46cdf5e1b6e879eaac39c37,Halcyon Sea,619,480,None,1,1,1,1,0,1,3,1,0
85239,"Brightland Steppes (470,452)",https://assets.illuvium-game.io/illuvidex/land/land-85239.svg,0x756e68f85226e17c2ad9a36f5f3c81f88a01b20d,Brightland Steppes,470,452,None,1,1,0,0,1,1,3,2,0
21706,"Crystal Shores (832,474)",https://assets.illuvium-game.io/illuvidex/land/land-21706.svg,0x4cf143856d6195302ba22c3fa86757bc190a8c0f,Crystal Shores,832,474,None,2,3,1,0,1,2,6,4,1
60011,"Crimson Waste (713,362)",https://assets.illuvium-game.io/illuvidex/land/land-60011.svg,0xfe58e6a00279cb0736db0c38e1f2a768b10340c0,Crimson Waste,713,362,Halogenic Geode,3,6,1,4,1,3,9,2,4
37005,"Shardbluff Labyrinth (778,310)",https://assets.illuvium-game.io/illuvidex/land/land-37005.svg,0xbebc501d878cf44bab79c416cff96ea4ee57047c,Shardbluff Labyrinth,778,310,None,2,3,1,1,1,5,6,0,1
67991,"Crimson Waste (703,422)",https://assets.illuvium-game.io/illuvidex/land/land-67991.svg,0x049053f307de642670854da5ad7a0c6cac202070,Crimson Waste,703,422,None,1,1,0,0,1,1,3,2,0
